1,Task1,9,trip_data_12.csv,2,http://s3.imgdatain,2400
2,Task2,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
3,Task3,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
4,Task4,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
5,Task5,9,trip_data_3.csv,1,LOCAL,25000
6,Task6,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,2,http://s3.imgdatain,25000
7,Task7,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,0,http://myserver.com,25000
8,Task8,9,trip_data_1.csv,0,http://myserver.com,25000
9,Task9,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
10,Task10,9,trip_data_12.csv,9,LOCAL,25000
11,Task11,9,trip_data_12.csv,2,http://s3.imgdatain,2400
12,Task12,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
13,Task13,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
14,Task14,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
15,Task15,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,1,LOCAL,25000
16,Task16,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,2,http://s3.imgdatain,25000
17,Task17,9,trip_data_12.csv,0,http://myserver.com,25000
18,Task18,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
19,Task19,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
20,Task20,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_8.csv,9,LOCAL,25000
21,Task21,0,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,2,http://s3.imgdatain,2400
22,Task22,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
23,Task23,9,trip_data_12.zip,0,http://myserver.com,25000
24,Task24,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
25,Task25,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,1,LOCAL,25000
26,Task26,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,2,http://s3.imgdatain,25000
27,Task27,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,0,http://myserver.com,25000
28,Task28,9,trip_data_1.csv,0,http://myserver.com,25000
29,Task29,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
30,Task30,9,trip_data_8.csv,9,LOCAL,25000
31,Task31,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,2,http://s3.imgdatain,2400
32,Task32,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
33,Task33,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
34,Task34,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
35,Task35,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,1,LOCAL,25000
36,Task36,9,trip_data_3.csv,2,http://s3.imgdatain,25000
37,Task37,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,0,http://myserver.com,25000
38,Task38,9,trip_data_1.csv,0,http://myserver.com,25000
39,Task39,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
40,Task40,9,trip_data_1.csv,9,LOCAL,25000
41,Task41,9,trip_data_1.csv,2,http://s3.imgdatain,2400
42,Task42,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
43,Task43,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
44,Task44,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
45,Task45,9,trip_data_1.csv,0,http://myserver.com,25000
46,Task46,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_3.csv,2,http://s3.imgdatain,25000
47,Task47,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,2,http://s3.imgdatain,2400
48,Task48,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_1.csv,0,http://myserver.com,25000
49,Task49,2,https://s3.amazonaws.com/mohammadphd2/data/trip_data_12.zip,0,http://myserver.com,25000
50,Task50,0,https://s3-eu-west-1.amazonaws.com/mohammadphd/data/trip_data_8.csv,9,LOCAL,25000
