0,1,0,0,1,1,1123.276095,3,800,OTHER,125950.1823,0.808670174,0,19.14205178,0.001914205,0.636250201,118.4623919,MOBILE
0,1,0,1,1,1,1123.276095,3,800,OTHER,969937.2077,5.194463564,0.020777854,147.4121587,0.294824317,0,0,PUBLICCLOUD
0,1,0,2,1,1,1123.276095,3,800,OTHER,946166.1713,5.071793599,0.020287174,143.7994095,0.287598819,0,0,PUBLICCLOUD
0,1,0,3,1,1,1123.276095,3,800,PUBLICCLOUD,493856.4774,2.737658329,0.010950633,0,0,0,0,PUBLICCLOUD
0,1,0,4,1,1,1123.276095,3,800,OTHER,498248.673,21.28075822,0.021280758,0.97314194,4.87E-04,0,0,CLOUDLET
0,1,0,5,1,1,1123.276095,3,800,OTHER,446572.2961,2.493649242,0.009974597,67.87056486,0.13574113,0,0,PUBLICCLOUD
0,1,0,6,1,1,1123.276095,3,800,OTHER,697592.8583,29.79149205,0.029791492,106.0209551,0.053010478,0,0,CLOUDLET
0,1,0,7,1,1,1123.276095,3,800,OTHER,6369.471727,0.221991234,8.88E-04,0.968039549,0.001936079,0,0,PUBLICCLOUD
0,1,0,8,1,1,1123.276095,3,800,PUBLICCLOUD,800634.3185,4.320779338,0.017283117,0,0,0,0,PUBLICCLOUD
0,1,0,9,1,1,1123.276095,3,800,OTHER,58962.09145,0.493394413,0.001973578,0.057580167,1.15E-04,0,0,PUBLICCLOUD
0,1,1,0,1,1,348.2201005,1,200,OTHER,509451.3888,3.270961073,0,33.10293003,0.29792637,2.573545687,204.8606031,MOBILE
0,1,1,1,1,1,348.2201005,1,200,OTHER,303975.0158,1.757778785,0.007031115,19.75156787,0.039503136,0,0,PUBLICCLOUD
0,1,1,2,1,1,348.2201005,1,200,OTHER,896775.6179,4.816914621,0.019267658,58.27032998,0.11654066,0,0,PUBLICCLOUD
0,1,1,3,1,1,348.2201005,1,200,OTHER,302106.5429,1.748136568,0.006992546,0.295025921,5.90E-04,0,0,PUBLICCLOUD
0,1,1,4,1,1,348.2201005,1,200,PUBLICCLOUD,847081.2909,4.560468025,0.018241872,0,0,0,0,PUBLICCLOUD
0,1,1,5,1,1,348.2201005,1,200,OTHER,312139.9707,1.799913874,0.007199655,20.28210706,0.040564214,0,0,PUBLICCLOUD
0,1,1,6,1,1,348.2201005,1,200,OTHER,263454.9419,11.25655336,0.011256553,17.1186706,0.008559335,0,0,CLOUDLET
0,1,1,7,1,1,348.2201005,1,200,OTHER,19127.78984,0.287830284,0.001151321,1.242877933,0.002485756,0,0,PUBLICCLOUD
0,1,1,8,1,1,348.2201005,1,200,OTHER,503156.821,21.49030505,0.021490305,0.982728166,4.91E-04,0,0,CLOUDLET
0,1,1,9,1,1,348.2201005,1,200,PUBLICCLOUD,510493.1797,2.823511704,0.011294047,0,0,0,0,PUBLICCLOUD
0,1,2,0,1,1,1442.277741,3,800,MOBILE,950944.889,6.10559473,0,0,0,4.803795163,0,MOBILE
0,1,2,1,1,1,1442.277741,3,800,MOBILE,484025.0763,2.686923578,0.010747694,25.87010033,0.00258701,0,160.0995546,PUBLICCLOUD
0,1,2,2,1,1,1442.277741,3,800,MOBILE,302351.611,1.749401237,0.006997605,16.16004396,0.001616004,0,100.0079555,PUBLICCLOUD
0,1,2,3,1,1,1442.277741,3,800,OTHER,435029.9829,2.434085363,0.009736341,0.424833968,8.50E-04,0,0,PUBLICCLOUD
0,1,2,4,1,1,1442.277741,3,800,OTHER,401029.8099,17.13012866,0.017130129,0.783261348,3.92E-04,0,0,CLOUDLET
0,1,2,5,1,1,1442.277741,3,800,MOBILE,401109.5317,17.13353228,0.017133532,21.43844262,0.002143844,0,132.6738232,CLOUDLET
0,1,2,6,1,1,1442.277741,3,800,MOBILE,388116.8944,2.191991293,0.008767965,20.74401407,0.002074401,0,128.3762866,PUBLICCLOUD
0,1,2,7,1,1,1442.277741,3,800,MOBILE,601107.0636,3.291122868,0.013164491,32.12788098,0.003212788,0,198.8264201,PUBLICCLOUD
0,1,2,8,1,1,1442.277741,3,800,OTHER,653353.599,3.560740085,0.01424296,0.638040624,0.001276081,0,0,PUBLICCLOUD
0,1,2,9,1,1,1442.277741,3,800,OTHER,884644.1395,4.754310365,0.019017241,0.863910293,0.001727821,0,0,PUBLICCLOUD
0,1,3,0,1,1,210.4043697,1,200,PUBLICCLOUD,630194.2701,4.046197481,0,28.90830866,0.260174778,3.183490675,178.9017933,MOBILE
0,1,3,1,1,1,210.4043697,1,200,PUBLICCLOUD,207052.0434,8.848506915,0.008848507,9.497903525,0.004748952,0,0,CLOUDLET
0,1,3,2,1,1,210.4043697,1,200,PUBLICCLOUD,223311.4214,1.341515894,0.005366064,0,0,0,0,PUBLICCLOUD
0,1,3,3,1,1,210.4043697,1,200,PUBLICCLOUD,567741.9686,24.24768169,0.024247682,1.108871032,5.54E-04,0,0,CLOUDLET
0,1,3,4,1,1,210.4043697,1,200,PUBLICCLOUD,591430.3939,3.241186604,0.012964746,0,0,0,0,PUBLICCLOUD
0,1,3,5,1,1,210.4043697,1,200,PUBLICCLOUD,69179.66961,0.546122024,0.002184488,0,0,0,0,PUBLICCLOUD
0,1,3,6,1,1,210.4043697,1,200,PUBLICCLOUD,633264.9689,3.457073105,0.013828292,0,0,0,0,PUBLICCLOUD
0,1,3,7,1,1,210.4043697,1,200,PUBLICCLOUD,86331.61514,3.694509413,0.003694509,3.960208933,0.001980104,0,0,CLOUDLET
0,1,3,8,1,1,210.4043697,1,200,PUBLICCLOUD,842472.8392,4.5366862,0.018146745,0,0,0,0,PUBLICCLOUD
0,1,3,9,1,1,210.4043697,1,200,PUBLICCLOUD,281860.4326,12.04235121,0.012042351,0.550508657,2.75E-04,0,0,CLOUDLET
0,1,4,0,1,1,909.637674,3,800,PUBLICCLOUD,258912.3675,1.662361305,0,21.54347438,0.002154347,1.30792225,133.3238221,MOBILE
0,1,4,1,1,1,909.637674,3,800,PUBLICCLOUD,716464.3413,3.886421828,0.015545687,0,0,0,0,PUBLICCLOUD
0,1,4,2,1,1,909.637674,3,800,PUBLICCLOUD,475528.169,2.643075455,0.010572302,0,0,0,0,PUBLICCLOUD
0,1,4,3,1,1,909.637674,3,800,PUBLICCLOUD,986031.7044,5.277518898,0.021110076,0,0,0,0,PUBLICCLOUD
0,1,4,4,1,1,909.637674,3,800,PUBLICCLOUD,243356.4914,1.444958083,0.005779832,0,0,0,0,PUBLICCLOUD
0,1,4,5,1,1,909.637674,3,800,PUBLICCLOUD,561747.0336,23.99173594,0.023991736,46.74161741,0.023370809,0,0,CLOUDLET
0,1,4,6,1,1,909.637674,3,800,PUBLICCLOUD,247737.6624,1.46756703,0.005870268,0,0,0,0,PUBLICCLOUD
0,1,4,7,1,1,909.637674,3,800,PUBLICCLOUD,563578.575,3.097457841,0.012389831,0,0,0,0,PUBLICCLOUD
0,1,4,8,1,1,909.637674,3,800,PUBLICCLOUD,424248.6194,2.378448349,0.009513793,0,0,0,0,PUBLICCLOUD
0,1,4,9,1,1,909.637674,3,800,PUBLICCLOUD,835134.3791,7.932685405,0,1.043917974,1.04E-04,6.241324141,6.460384791,MOBILE
0,1,5,0,1,1,1317.452904,1,200,PUBLICCLOUD,595966.9509,3.826439068,0,25.42621938,0.228835974,3.010587879,157.3525556,MOBILE
0,1,5,1,1,1,1317.452904,1,200,PUBLICCLOUD,524551.5875,2.89605984,0.011584239,0,0,0,0,PUBLICCLOUD
0,1,5,2,1,1,1317.452904,1,200,PUBLICCLOUD,551964.8874,23.57410027,0.0235741,23.54892381,0.011774462,0,0,CLOUDLET
0,1,5,3,1,1,1317.452904,1,200,OTHER,317347.3101,1.826786246,0.007307145,0.309909483,6.20E-04,0,0,PUBLICCLOUD
